D,P,stone_dens,cluster_area,n_ants,cluster_dens,distance,cumulative,timepoints,ID,colony
0.066666667,0,0.015758744,0.22417656,0.929530207,0.025632541,41.58372439,0.066666667,240,R29.3,R29
0.2,0,0.502398067,0.04828381,0.751016906,0.025644203,20.77614678,0.2,240,R05.1,R05
0.466666667,0.133333333,0.220217819,0.04828381,0.751016906,0.025644203,24.22804165,0.6,240,R05.2,R05
0.333333333,0.266666667,0.549288553,0.04828381,0.751016906,0.025644203,24.93911706,0.6,240,R05.3,R05
0,0,0.153415038,-0.484116877,0.182991844,0.0352419,41.4830524,0,255,R54.1,R54
0.533333333,0.133333333,0.685984384,-0.484116877,0.182991844,0.0352419,28.25193654,0.666666667,255,R54.2,R54
0.266666667,0.066666667,0.363812804,-0.484116877,0.182991844,0.0352419,22.62344914,0.333333333,255,R54.3,R54
0.066666667,0.066666667,0.278143931,-0.337112283,0.185212109,0.029945458,28.35961068,0.133333333,255,R34.1,R34
0.266666667,0,0.674403778,-0.337112283,0.185212109,0.029945458,24.38603783,0.266666667,255,R34.2,R34
0.333333333,0,0.213370687,-0.337112283,0.185212109,0.029945458,34.50776096,0.333333333,255,R34.3,R34
0.2,0,0.370330493,-0.782254784,1.374814138,0.027522947,36.29215663,0.2,255,R29.1,R29
1,0.533333333,0.267213492,-0.782254784,1.374814138,0.027522947,21.44575647,1.533333333,255,R29.2,R29
0,0,0.015758744,-0.782254784,1.374814138,0.027522947,41.423488,0,255,R29.3,R29
0.2,0.2,0.508678043,0.219613825,0.939644408,0.025805678,20.53966533,0.4,255,R05.1,R05
0.066666667,0.066666667,0.229847116,0.219613825,0.939644408,0.025805678,24.40940226,0.133333333,255,R05.2,R05
0.133333333,0.066666667,0.545101902,0.219613825,0.939644408,0.025805678,24.80749829,0.2,255,R05.3,R05
0.733333333,0.666666667,0.166286594,-0.352759501,0.748989872,0.036073742,41.66480204,1.4,270,R54.1,R54
0.333333333,0,0.7305478,-0.352759501,0.748989872,0.036073742,27.98734229,0.333333333,270,R54.2,R54
0.4,0.133333333,0.390843073,-0.352759501,0.748989872,0.036073742,22.51391656,0.533333333,270,R54.3,R54
0.333333333,0.266666667,0.278567286,0.406602789,0.113773153,0.029013212,28.22521215,0.6,270,R34.1,R34
0.133333333,0.066666667,0.701075114,0.406602789,0.113773153,0.029013212,24.249633,0.2,270,R34.2,R34
0.066666667,0,0.236231832,0.406602789,0.113773153,0.029013212,34.65540929,0.066666667,270,R34.3,R34
0.133333333,0.066666667,0.38346278,-0.297284962,0.929530207,0.026354781,36.39485418,0.2,270,R29.1,R29
0.133333333,0.066666667,0.309921972,-0.297284962,0.929530207,0.026354781,21.78949004,0.2,270,R29.2,R29
0,0,0.015758744,-0.297284962,0.929530207,0.026354781,42.05509972,0,270,R29.3,R29
0.133333333,0.133333333,0.508678043,0.015043772,0.279448151,0.024589084,19.9407897,0.266666667,270,R05.1,R05
0.4,0.266666667,0.236629489,0.015043772,0.279448151,0.024589084,23.92944434,0.666666667,270,R05.2,R05
0.2,0,0.565197825,0.015043772,0.279448151,0.024589084,25.5097968,0.2,270,R05.3,R05
0.533333333,0.066666667,0.177766631,-0.489989934,0.748989872,0.036257799,41.89762985,0.6,285,R54.1,R54
0.266666667,0,0.763422451,-0.489989934,0.748989872,0.036257799,27.75030914,0.266666667,285,R54.2,R54
0.133333333,0,0.405454029,-0.489989934,0.748989872,0.036257799,22.33601336,0.133333333,285,R54.3,R54
0.466666667,0.333333333,0.284494249,0.172558532,0.113773153,0.029259279,28.32027471,0.8,285,R34.1,R34
0.533333333,0.066666667,0.714622459,0.172558532,0.113773153,0.029259279,24.66467883,0.6,285,R34.2,R34
0.466666667,0.2,0.253758709,0.172558532,0.113773153,0.029259279,34.47178307,0.666666667,285,R34.3,R34
0.533333333,0.2,0.418323032,0.530719321,0.595567258,0.024824085,36.75225835,0.733333333,285,R29.1,R29
0.2,0.066666667,0.315174887,0.530719321,0.595567258,0.024824085,21.75454643,0.266666667,285,R29.2,R29
0.066666667,0.066666667,0.019698431,0.530719321,0.595567258,0.024824085,42.6396884,0.133333333,285,R29.3,R29
0.333333333,0.2,0.514330021,-0.272880396,0.090820649,0.024627265,19.61832168,0.533333333,285,R05.1,R05
0.266666667,0.133333333,0.263758985,-0.272880396,0.090820649,0.024627265,24.24958162,0.4,285,R05.2,R05
0.133333333,0.066666667,0.600365689,-0.272880396,0.090820649,0.024627265,25.25781085,0.2,285,R05.3,R05
0.466666667,0.466666667,0.224904358,-0.742875592,0.668133011,0.036454697,41.90644587,0.933333333,300,R54.1,R54
0.533333333,0.266666667,0.796905892,-0.742875592,0.668133011,0.036454697,27.37904229,0.8,300,R54.2,R54
0.133333333,0.066666667,0.413977087,-0.742875592,0.668133011,0.036454697,22.49488446,0.2,300,R54.3,R54
1.066666667,0.8,0.319239561,-0.605978368,0.256651065,0.030412671,28.34833762,1.866666667,300,R34.1,R34
0.333333333,0.133333333,0.755506411,-0.605978368,0.256651065,0.030412671,24.67934173,0.466666667,300,R34.2,R34
0.266666667,0.066666667,0.281954122,-0.605978368,0.256651065,0.030412671,34.44410022,0.333333333,300,R34.3,R34
0.133333333,0.066666667,0.425486098,0.181740458,1.486135121,0.026494058,36.70932268,0.2,300,R29.1,R29
0.2,0,0.330933632,0.181740458,1.486135121,0.026494058,21.49836306,0.2,300,R29.2,R29
0.2,0,0.031517489,0.181740458,1.486135121,0.026494058,42.24605924,0.2,300,R29.3,R29
0.333333333,0,0.541082718,0.485207921,0.845330657,0.025162192,19.81626651,0.333333333,300,R05.1,R05
0.066666667,0,0.271294956,0.485207921,0.845330657,0.025162192,24.39907629,0.066666667,300,R05.2,R05
0,0.133333333,0.614181636,0.485207921,0.845330657,0.025162192,25.0176782,0.133333333,300,R05.3,R05
0.2,0,0.233775296,0.108628326,1.476701623,0.036757027,41.62958861,0.2,315,R54.1,R54
0.466666667,0.133333333,0.835259651,0.108628326,1.476701623,0.036757027,27.26157937,0.6,315,R54.2,R54
0.133333333,0.133333333,0.421891355,0.108628326,1.476701623,0.036757027,22.87420324,0.266666667,315,R54.3,R54
0.533333333,0.066666667,0.346304012,-0.738860456,0.185212109,0.030373738,28.18163496,0.6,315,R34.1,R34
0.133333333,0.133333333,0.760133072,-0.738860456,0.185212109,0.030373738,24.74567681,0.266666667,315,R34.2,R34
0,0,0.289574504,-0.738860456,0.185212109,0.030373738,34.57773242,0,315,R34.3,R34
0.8,0.2,0.468559999,0.952262309,2.154061018,0.026635644,32.84291483,1,315,R29.1,R29
0.333333333,0.266666667,0.335311061,0.952262309,2.154061018,0.026635644,31.64237611,0.6,315,R29.2,R29
0,0,0.039396861,0.952262309,2.154061018,0.026635644,45.02025771,0,315,R29.3,R29
0.666666667,0.2,0.584907287,0.824817034,1.411213163,0.025919769,20.58061283,0.866666667,315,R05.1,R05
0.2,0.2,0.285110903,0.824817034,1.411213163,0.025919769,23.67587572,0.4,315,R05.2,R05
0.266666667,0.133333333,0.604133674,0.824817034,1.411213163,0.025919769,25.59143395,0.4,315,R05.3,R05
0.066666667,0.066666667,0.244733513,0.385747268,1.719272207,0.036812744,41.05237763,0.133333333,330,R54.1,R54
0.533333333,0.066666667,0.870975322,0.385747268,1.719272207,0.036812744,27.8134749,0.6,330,R54.2,R54
0.133333333,0,0.427370463,0.385747268,1.719272207,0.036812744,23.32088893,0.133333333,330,R54.3,R54
0.533333333,0.066666667,0.406420356,-0.24233711,0.256651065,0.030027359,28.1516542,0.6,330,R34.1,R34
0.533333333,0,0.788709503,-0.24233711,0.256651065,0.030027359,24.52185938,0.533333333,330,R34.2,R34
0.066666667,0,0.297194885,-0.24233711,0.256651065,0.030027359,34.65908668,0.066666667,330,R34.3,R34
0.4,0.066666667,0.516661691,-0.076822565,1.486135121,0.026879838,32.82622545,0.466666667,330,R29.1,R29
0.333333333,0.133333333,0.361325496,-0.076822565,1.486135121,0.026879838,31.90972642,0.466666667,330,R29.2,R29
0,0,0.039396861,-0.076822565,1.486135121,0.026879838,45.32392816,0,330,R29.3,R29
0.466666667,0,0.623332457,-0.448995368,1.222585661,0.027724115,20.52761874,0.466666667,330,R05.1,R05
0.066666667,0.066666667,0.275062942,-0.448995368,1.222585661,0.027724115,23.68050465,0.133333333,330,R05.2,R05
0.266666667,0.066666667,0.622471204,-0.448995368,1.222585661,0.027724115,25.60314391,0.333333333,330,R05.3,R05
0,0,0.241080774,-0.653643051,1.314987901,0.037517035,40.69012783,0,345,R54.1,R54
0.2,0.133333333,0.895651603,-0.653643051,1.314987901,0.037517035,27.63390052,0.333333333,345,R54.2,R54
0.533333333,0.666666667,0.417629826,-0.653643051,1.314987901,0.037517035,23.85911415,1.2,345,R54.3,R54
0.933333333,0.2,0.472015406,-0.255052105,0.613845847,0.030953314,28.11269893,1.133333333,345,R34.1,R34
0.133333333,0,0.826811411,-0.255052105,0.613845847,0.030953314,24.21581568,0.133333333,345,R34.2,R34
0.133333333,0,0.308625458,-0.255052105,0.613845847,0.030953314,34.75858573,0.133333333,345,R34.3,R34
0.333333333,0,0.542100807,-1.208240892,1.263493155,0.027843091,36.47754154,0.333333333,345,R29.1,R29
0.6,0.2,0.400534753,-1.208240892,1.263493155,0.027843091,21.5317736,0.8,345,R29.2,R29
0.2,0.066666667,0.066974664,-1.208240892,1.263493155,0.027843091,41.87823439,0.266666667,345,R29.3,R29
0.733333333,0.2,0.678237389,-1.023944478,0.751016906,0.02762795,20.41845387,0.933333333,345,R05.1,R05
0.133333333,0.2,0.263758985,-1.023944478,0.751016906,0.02762795,23.97555531,0.333333333,345,R05.2,R05
0.133333333,0.133333333,0.648093505,-1.023944478,0.751016906,0.02762795,25.30622782,0.266666667,345,R05.3,R05
0.2,0,0.25569173,-0.327685597,0.344705566,0.035420025,40.9770614,0.2,360,R54.1,R54
0.6,0.066666667,0.930717897,-0.327685597,0.344705566,0.035420025,27.31260508,0.666666667,360,R54.2,R54
0.333333333,0.266666667,0.426152883,-0.327685597,0.344705566,0.035420025,23.65659241,0.6,360,R54.3,R54
0.133333333,0,0.521996145,0.359796705,1.256796454,0.031876403,27.79855852,0.133333333,360,R34.1,R34
0,0.133333333,0.823001221,0.359796705,1.256796454,0.031876403,23.81875316,0.133333333,360,R34.2,R34
0.333333333,0.066666667,0.339106985,0.359796705,1.256796454,0.031876403,35.13282336,0.4,360,R34.3,R34
0.733333333,0,0.590952914,-0.404580962,1.152172172,0.026698914,36.25179956,0.733333333,360,R29.1,R29
0.066666667,0,0.425486098,-0.404580962,1.152172172,0.026698914,21.83701522,0.066666667,360,R29.2,R29
0.066666667,0.066666667,0.074854036,-0.404580962,1.152172172,0.026698914,41.84624788,0.133333333,360,R29.3,R29
0.333333333,0.066666667,0.725965205,-0.982009869,0.562389404,0.027060988,20.48223243,0.4,360,R05.1,R05
0.333333333,0.2,0.269410963,-0.982009869,0.562389404,0.027060988,23.90273854,0.533333333,360,R05.2,R05
0.066666667,0.133333333,0.625485592,-0.982009869,0.562389404,0.027060988,25.36808075,0.2,360,R05.3,R05
0,0,0.262997208,-0.289032218,-0.544719907,0.033722527,40.86582163,0,375,R54.1,R54
0.133333333,0.066666667,0.976498893,-0.289032218,-0.544719907,0.033722527,27.6699902,0.2,375,R54.2,R54
0.066666667,0,0.431023202,-0.289032218,-0.544719907,0.033722527,23.61052325,0.066666667,375,R54.3,R54
0.266666667,0,0.54485729,0.615907426,1.328235411,0.031768114,27.76016636,0.266666667,375,R34.1,R34
0,NA,0.823001221,NA,NA,NA,23.81875316,NA,375,R34.2,R34
0.2,0,0.358157939,0.615907426,1.328235411,0.031768114,35.1465121,0.2,375,R34.3,R34
0.2,0.066666667,0.630349775,-0.41886344,0.595567258,0.025850792,36.01673564,0.266666667,375,R29.1,R29
0.133333333,0,0.437305156,-0.41886344,0.595567258,0.025850792,21.99291809,0.133333333,375,R29.2,R29
0.066666667,0,0.07091435,-0.41886344,0.595567258,0.025850792,41.59999983,0.066666667,375,R29.3,R29
0.066666667,0.2,0.744177135,-1.183821359,0.751016906,0.027944629,20.02812134,0.266666667,375,R05.1,R05
0.666666667,0.533333333,0.288878888,-1.183821359,0.751016906,0.027944629,24.64292707,1.2,375,R05.2,R05
0.533333333,0.133333333,0.651861491,-1.183821359,0.751016906,0.027944629,24.6802769,0.666666667,375,R05.3,R05
0,0.066666667,0.270302686,-0.627028855,-0.140435601,0.03483825,41.09904689,0.066666667,390,R54.1,R54
0.4,0.066666667,0.992501368,-0.627028855,-0.140435601,0.03483825,27.35061775,0.466666667,390,R54.2,R54
0.333333333,0.666666667,0.432971329,-0.627028855,-0.140435601,0.03483825,23.4827376,1,390,R54.3,R54
0,0.066666667,0.646108519,-1.058653068,-0.295000605,0.025192234,31.77624555,0.066666667,390,R29.1,R29
0.066666667,0,0.449124215,-1.058653068,-0.295000605,0.025192234,31.15289747,0.066666667,390,R29.2,R29
0,0,0.07091435,-1.058653068,-0.295000605,0.025192234,43.53216904,0,390,R29.3,R29
0.066666667,0,0.262997208,-0.735562567,-0.463863046,0.034380571,41.45873184,0.066666667,405,R54.1,R54
0.6,0.266666667,1.02108104,-0.735562567,-0.463863046,0.034380571,27.58716436,0.866666667,405,R54.2,R54
0.4,0.266666667,0.406915125,-0.735562567,-0.463863046,0.034380571,22.95014615,0.666666667,405,R54.3,R54
0.6,0.2,0.67040325,-1.049005747,-0.628963553,0.024661872,31.98999877,0.8,405,R29.1,R29
0.2,0,0.464882959,-1.049005747,-0.628963553,0.024661872,31.52046366,0.2,405,R29.2,R29
0.066666667,0,0.078793722,-1.049005747,-0.628963553,0.024661872,44.37906051,0.066666667,405,R29.3,R29
0.2,0.066666667,0.281260903,-0.505327048,-1.029861075,0.033110988,41.12941939,0.266666667,420,R54.1,R54
0.133333333,0.066666667,1.044683354,-0.505327048,-1.029861075,0.033110988,28.31762563,0.2,420,R54.2,R54
0.266666667,0.266666667,0.418238616,-0.505327048,-1.029861075,0.033110988,23.01313669,0.533333333,420,R54.3,R54
0.466666667,0.2,0.703627936,-0.390969997,0.038962344,0.024966537,36.42526901,0.666666667,420,R29.1,R29
0,0,0.472762331,-0.390969997,0.038962344,0.024966537,22.6706236,0,420,R29.2,R29
0,0,0.078793722,-0.390969997,0.038962344,0.024966537,43.08965787,0,420,R29.3,R29
0.2,0.066666667,0.29404549,0.402554036,-1.434145381,0.031309599,40.54809183,0.266666667,435,R54.1,R54
0.533333333,0.266666667,1.05807673,0.402554036,-1.434145381,0.031309599,28.56883891,0.8,435,R54.2,R54
0.533333333,0.4,0.433110481,0.402554036,-1.434145381,0.031309599,23.60009086,0.933333333,435,R54.3,R54
0.6,0.066666667,0.743024797,-0.584968486,0.706888241,0.026244342,37.1346372,0.666666667,435,R29.1,R29
0.066666667,0,0.480641703,-0.584968486,0.706888241,0.026244342,21.72676136,0.066666667,435,R29.2,R29
0.066666667,0.066666667,0.09061278,-0.584968486,0.706888241,0.026244342,43.21954832,0.133333333,435,R29.3,R29
0.066666667,0.133333333,0.301959757,0.522839523,-1.838429687,0.030476189,41.15571705,0.2,450,R54.1,R54
0.2,0.066666667,1.077558005,0.522839523,-1.838429687,0.030476189,27.86213072,0.266666667,450,R54.2,R54
0.2,0.066666667,0.445634158,0.522839523,-1.838429687,0.030476189,23.18203055,0.266666667,450,R54.3,R54
0.2,0.133333333,0.775330223,-0.628395172,0.706888241,0.026291598,37.34508563,0.333333333,450,R29.1,R29
0.4,0.066666667,0.508782318,-0.628395172,0.706888241,0.026291598,20.99713717,0.466666667,450,R29.2,R29
0.2,0.066666667,0.096522309,-0.628395172,0.706888241,0.026291598,42.78485714,0.266666667,450,R29.3,R29
0,0,0.299524598,0.702947233,-1.191574797,0.031395145,41.4888489,0,465,R54.1,R54
0.333333333,0.133333333,1.104170818,0.702947233,-1.191574797,0.031395145,27.74463995,0.466666667,465,R54.2,R54
0.2,0.4,0.435893521,0.702947233,-1.191574797,0.031395145,22.83436796,0.6,465,R54.3,R54
0.133333333,0.266666667,0.770865246,0.160897052,-0.072358639,0.024216559,36.36832649,0.4,465,R29.1,R29
0.266666667,0.666666667,0.509345131,0.160897052,-0.072358639,0.024216559,22.14765835,0.933333333,465,R29.2,R29
0.133333333,0.066666667,0.107684753,0.160897052,-0.072358639,0.024216559,42.44116123,0.2,465,R29.3,R29
0.333333333,0.133333333,0.296393679,0.293737595,-0.463863046,0.03314391,41.69724321,0.466666667,480,R54.1,R54
0.2,0,1.117738134,0.293737595,-0.463863046,0.03314391,28.28467796,0.2,480,R54.2,R54
0.133333333,0.133333333,0.423717724,0.293737595,-0.463863046,0.03314391,22.36456474,0.266666667,480,R54.3,R54
1,0.8,0.77101116,-0.582229581,-0.740284536,0.024010514,35.76023635,1.8,480,R29.1,R29
0.133333333,0.133333333,0.490490919,-0.582229581,-0.740284536,0.024010514,23.12516075,0.266666667,480,R29.2,R29
0,0.066666667,0.110311211,-0.582229581,-0.740284536,0.024010514,42.51323864,0.066666667,480,R29.3,R29
0.133333333,0.066666667,0.306830076,0.282346,-0.544719907,0.033017821,42.05855673,0.2,495,R54.1,R54
0.466666667,0.133333333,1.151018645,0.282346,-0.544719907,0.033017821,28.09946563,0.6,495,R54.2,R54
0,0,0.431023202,0.282346,-0.544719907,0.033017821,22.01311391,0,495,R54.3,R54
0.933333333,0.333333333,0.808257705,-0.742806456,-1.185568467,0.023506467,35.43085153,1.266666667,495,R29.1,R29
0,0,0.496400448,-0.742806456,-1.185568467,0.023506467,23.3020296,0,495,R29.2,R29
0.266666667,0,0.114250897,-0.742806456,-1.185568467,0.023506467,42.15365254,0.266666667,495,R29.3,R29
0,0,0.306830076,0.324797495,-0.787290491,0.032536764,41.32069402,0,510,R54.1,R54
0.4,0.066666667,1.183487436,0.324797495,-0.787290491,0.032536764,28.40287195,0.466666667,510,R54.2,R54
0.266666667,0.2,0.429979562,0.324797495,-0.787290491,0.032536764,22.75726826,0.466666667,510,R54.3,R54
0.466666667,0.066666667,0.856881725,-0.464530394,-1.29688945,0.023020431,35.39578248,0.533333333,510,R29.1,R29
0,0,0.496400448,-0.464530394,-1.29688945,0.023020431,22.97290287,0,510,R29.2,R29
0,0,0.126069955,-0.464530394,-1.29688945,0.023020431,41.7325684,0,510,R29.3,R29
0.466666667,0.533333333,0.316083681,0.281608728,-0.140435601,0.033700767,40.99883826,1,525,R54.1,R54
0.333333333,0.066666667,1.223667565,0.281608728,-0.140435601,0.033700767,28.49367006,0.4,525,R54.2,R54
0.266666667,0,0.436502311,0.281608728,-0.140435601,0.033700767,23.09913692,0.266666667,525,R54.3,R54
1.266666667,0.266666667,0.922571709,-0.136954095,-1.29688945,0.022712875,35.87310185,1.533333333,525,R29.1,R29
0.066666667,0,0.488521076,-0.136954095,-1.29688945,0.022712875,22.79403998,0.066666667,525,R29.2,R29
0.133333333,0.066666667,0.133949327,-0.136954095,-1.29688945,0.022712875,42.33423491,0.2,525,R29.3,R29
0.4,0.2,0.319817592,0.555081651,0.58727615,0.034633965,41.86220358,0.6,540,R54.1,R54
0.133333333,0.066666667,1.237060941,0.555081651,0.58727615,0.034633965,27.89153089,0.2,540,R54.2,R54
0.066666667,0.066666667,0.449286897,0.555081651,0.58727615,0.034633965,22.32171942,0.133333333,540,R54.3,R54
0.6,0.066666667,1.007771703,0.723608035,-0.851605519,0.022501596,36.13168705,0.666666667,540,R29.1,R29
0.6,0,0.527917937,0.723608035,-0.851605519,0.022501596,22.69480493,0.6,540,R29.2,R29
0.666666667,0.133333333,0.163496973,0.723608035,-0.851605519,0.022501596,42.65605922,0.8,540,R29.3,R29
0.2,0,0.336051988,0.629259348,0.58727615,0.034544703,41.47963316,0.2,555,R54.1,R54
0,NA,1.237060941,NA,NA,NA,27.89153089,NA,555,R54.2,R54
0,NA,0.449286897,NA,NA,NA,22.32171942,NA,555,R54.3,R54
0.8,0.4,1.074221075,0.432471113,-0.183679622,0.023770071,35.57360292,1.2,555,R29.1,R29
0.333333333,0.133333333,0.580822293,0.432471113,-0.183679622,0.023770071,23.10661963,0.466666667,555,R29.2,R29
0.666666667,0.066666667,0.239246392,0.432471113,-0.183679622,0.023770071,42.19221855,0.733333333,555,R29.3,R29
0.733333333,0.4,1.112381956,0.012153032,-0.628963553,0.023526002,35.58739858,1.133333333,570,R29.1,R29
0.4,0.066666667,0.608962908,0.012153032,-0.628963553,0.023526002,22.92574272,0.466666667,570,R29.2,R29
0.666666667,0.133333333,0.301385986,0.012153032,-0.628963553,0.023526002,42.01080801,0.8,570,R29.3,R29
